"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"PAIMPVI","200202","241.571","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200203","198.226","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200204","167.8","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200205","165.097","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200206","236.267","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200207","239.548","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200208","233.774","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200209","230.533","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200210","235.355","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200211","321.167","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200212","281.452","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200213","235.677","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200301","178.774","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200302","253.357","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200303","327.903","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200304","244.5","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200305","258.161","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200306","278.333","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200307","351.065","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200308","344.806","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200309","325.9","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200310","306.903","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200311","291.1","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200312","286.968","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200313","287.619","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200401","302.419","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200402","292.897","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200403","301.774","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200404","290.3","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200405","327.581","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200406","378","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200407","379.032","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200408","355.065","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200409","341.867","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200410","351.613","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200411","295.667","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200412","343.516","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200413","330.219","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200501","304.516","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200502","330.071","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200503","277.871","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200504","357.567","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200505","367.258","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200506","330.633","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200507","322.839","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200508","298.71","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200509","289.033","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200510","413.194","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200511","302.7","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200512","335.097","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200513","327.518","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200601","277.032","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200602","318.357","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200603","308.903","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200604","239.167","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200605","372.839","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200606","273.467","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200607","353.387","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200608","377.387","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200609","396.167","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200610","341.677","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200611","336.533","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200612","334.355","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200613","327.69","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200701","424.774","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200702","311.821","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200703","348.742","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200704","322.067","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200705","287.29","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200706","217.6","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200707","372.194","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200708","319.774","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200709","384.2","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200710","352.968","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200711","413.9","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200712","386.677","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200713","345.559","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200801","383.419","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200802","350.69","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200803","289.161","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200804","340.1","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200805","340.258","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200806","314.333","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200807","294.387","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200808","297.903","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200809","345.233","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200810","266.581","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200811","337.567","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200812","288.774","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200813","320.388","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200901","366.581","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200902","337.143","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200903","264.258","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200904","290.067","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200905","313.194","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200906","275.8","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200907","272.839","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200908","223.032","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200909","279.5","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200910","214.968","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200911","205.2","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200912","289.226","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","200913","277.326","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201001","298.29","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201002","195.536","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201003","235.097","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201004","331.167","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201005","194.935","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201006","245.767","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201007","239.032","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201008","300.903","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201009","301.8","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201010","269.968","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201011","233.7","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201012","191.065","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201013","253.304","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201101","275.935","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201102","178.857","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201103","149","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201104","179","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201105","193.839","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201106","150.733","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201107","192.097","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201108","184.548","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201109","188.9","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201110","150.839","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201111","176.667","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201112","214.419","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201113","186.433","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201201","96.452","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201202","27.621","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201203","0.613","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201204","11.967","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201205","1.677","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201206","0.267","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201207","0.968","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201208","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201209","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201210","3.323","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201211","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201212","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201213","11.918","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201301","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201302","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201303","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201304","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201305","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201306","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201307","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201308","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201309","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201310","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201311","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201312","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201313","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201401","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201402","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201403","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201404","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201405","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201406","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201407","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201408","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201409","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201410","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201411","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201412","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201413","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201501","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201502","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201503","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201504","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201505","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201506","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201507","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201508","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201509","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201510","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201511","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201512","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201513","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201601","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201602","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201603","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201604","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201605","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201606","0.7","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201607","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201608","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201609","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201610","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201611","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201612","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201613","0.057","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201701","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201702","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201703","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201704","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201705","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201706","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201707","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201708","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201709","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201710","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201711","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201712","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201713","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201801","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201802","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201803","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201804","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201805","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201806","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201807","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201808","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201809","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201810","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201811","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201812","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201813","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201901","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201902","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201903","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201904","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201905","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201906","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201907","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201908","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201909","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201910","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201911","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201912","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","201913","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202001","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202002","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202003","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202004","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202005","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202006","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202007","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202008","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202009","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202010","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202011","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202012","6.581","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202013","0.557","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202101","42.387","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202102","34.286","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202103","66.71","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202104","25.533","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202105","58.774","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202106","25.367","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202107","7.323","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202108","3.903","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202109","0.4","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202110","0.29","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202111","1.667","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202112","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202113","22.219","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202201","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202202","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
"PAIMPVI","202203","No Data Reported","10","Petroleum Imports From U.S. Virgin Islands","Thousand Barrels per Day"
